"TopKGraphs" "Jaccard" "Dice" "Laplacian" "PageRank" "Node2Vec"
"1" 1 0.832941549351575 0.883574896783116 0.818111140765152 0.972149289034392 0.914488928041368
"2" 0.906647220790324 0.875547859964288 0.875547859964288 0.729112848711427 0.871790311768971 0.910614372289635
"3" 0.804160896203563 0.817977908502264 0.781246985270348 0.505867553548965 0.807475911010329 0.823216737305885
"4" 0.910381098768924 0.930846568968236 0.897113819662271 0.132540575650396 0.786585083804607 0.837864766853338
"5" 0.975962770621164 1 1 0.388913000591833 0.945927070042307 0.936551350619457
"6" 0.90458752682547 0.970573723226547 0.970573723226547 0.404351396422905 0.872571404725142 0.90458752682547
"7" 0.773679497295618 0.533197916371532 0.564120119939432 0.557173751467789 0.785399637274808 0.785399637274808
"8" 0.502652462730183 0.244741477298502 0.409272140428396 0.244741477298502 0.244741477298502 0.563760594515952
"9" 0.693854561036919 0.35727306352998 0.543820846004976 0.619946929592572 0.611861752360579 0.557855898027602
"10" 0.626964233285547 0.412336387091467 0.626964233285547 0.664100063884873 0.551049204999905 0.61662469900502
"11" 0.479285553184004 0.432888250381958 0.392954017238297 0.332289142907495 0.478684805787307 0.483988071579891
"12" 0.783130470081717 0.672723464418495 0.672723464418495 0.355511704690144 0.672723464418495 0.784713355065898
"13" 0.7489324519284 0.48014449781829 0.48014449781829 0.623433584966916 0.48014449781829 0.567414830243092
"14" 0.690454437618935 0.394344964982398 0.505220835482003 0.402860308693098 0.345251514555562 0.566313043382026
"15" 0.933976439370123 0.723126150472897 0.696765658102787 0.732895832313042 0.787153228176039 0.655903681119127
"16" 0.784400014195884 0.828380953009896 0.828380953009896 0.712641034468356 0.713478858708492 0.784400014195884
"17" 0.667603308720201 0.494936523752292 0.494936523752292 0.564185146255337 0.575584773167116 0.692112932171546
"18" 0.774143747498428 0.70564814288152 0.721480134144262 0.248918474530275 0.61372475891097 0.723660011755114
"19" 0.755340770803999 0.741859466434787 0.741859466434787 0.487055244328912 0.720391208016195 0.754523312827222
"20" 0.905907176003479 0.937849279898469 0.876521584668446 0.645506445068807 0.847417756885079 0.935532794079693
"21" 0.655036855036855 0.425270724691365 0.434487707368745 0.237771406703848 0.524429650274754 0.636020757366953
"22" 0.858013837505981 0.644457662928307 0.813353072176527 0.461558706467913 0.776902973037417 0.844049377695456
"23" 0.741065029757268 0.729122088445047 0.785593141680659 0.496334452777146 0.741173539163748 0.732427678037859
"24" 0.871595057903736 0.930576526397697 0.930559218044055 0.215569039422405 0.87960739387955 0.822176552593965
"25" 0.813141592954098 0.610667957275517 0.751636533767396 0.504380134052678 0.640420921798719 0.610667957275517
"26" 0.886833194605563 0.5106134954979 0.504991816076574 0.474189219714586 0.539000242301858 0.706354572733819
"27" 0.637346166436 0.54597949655448 0.54597949655448 0.526140983794308 0.645843707608565 0.576947230850179
"28" 1 1 1 0.583882493612889 0.903725218158007 1
"29" 0.673979363904854 0.428146054801299 0.60267577639886 0.164393286995539 0.428146054801299 0.706485820289707
"30" 0.702345009361662 0.522456096301309 0.522456096301309 0.684472586013145 0.578594683107067 0.59734613238444
"31" 1 0.937217187925883 0.902525114839557 0.258838044383872 0.973242182573003 0.964061308716732
"32" 0.936102345838183 0.752730784601039 0.840891856910661 0.339807148436734 0.93355545099635 0.781383289038698
"33" 1 0.966271624786493 0.966271624786493 0.299604564173191 0.871344148081726 0.870646479795619
"34" 0.924724764498653 0.973147430610631 0.973147430610631 0.375345230696681 1 0.940572182498937
"35" 0.970392923797197 0.970392923797197 0.970392923797197 0.941492809095531 0.941860641006453 0.909100682426827
"36" 0.964688985658418 0.938634518463629 0.938634518463629 0.930471496979898 0.964688985658418 0.930191922852908
"37" 0.792318480958032 0.628519877840115 0.628519877840115 0.288617719475807 0.64127384488012 0.628519877840115
"38" 0.783807775379582 0.845593315243804 0.787804743620363 0.284236905018641 0.589097860344692 0.589097860344692
"39" 0.834016963461475 0.597876709838913 0.804445338789182 0.560333933769663 0.688963289863052 0.803240410842166
"40" 0.73835366848965 0.731536914409381 0.726680349802104 0.612244957971456 0.638036033889681 0.648896236850157
"41" 0.819143741892827 0.665686688091182 0.665686688091182 0.790129368934457 0.602447476174052 0.602447476174052
"42" 0.861354712903423 0.501032413686788 0.754291104577571 0.630410166962425 0.754291104577571 0.739158366938751
"43" 0.706189247075622 0.71573907839617 0.699526914716788 0.556422995031937 0.72875226039783 0.804910084796508
"44" 0.675452823147803 0.590343313380414 0.590330085871478 0.0775245562640014 0.643636761511515 0.652499367691455
"45" 0.656970843230873 0.420342236776841 0.420342236776841 0.13735434375343 0.354003418970862 0.409267634500263
"46" 0.942391769587768 0.913520237955922 0.913520237955922 0.441185088631095 0.915065218141339 0.911301613492278
"47" 0.747840486796769 0.608390447397092 0.608390447397092 0.782288899341651 0.575177656437143 0.781925502809554
"48" 0.740826840914803 0.739289422599431 0.716657867932638 0.60390868882753 0.702528562409029 0.682095906529202
"49" 0.865484282061042 0.523749657943058 0.827301857831905 0.762752640044758 0.812675672939895 0.865484282061042
"50" 0.934541325546199 1 1 0.547258800835849 0.936536574360384 0.977111670682647
