"TopKGraphs" "Jaccard" "Dice" "Laplacian" "PageRank" "Node2Vec"
"1" 0.5 0.5 0.166666666666667 0.666666666666667 0.333333333333333 0.5
"2" 0.666666666666667 0.5 0.5 0.166666666666667 0.666666666666667 0.5
"3" 0.166666666666667 0 0.333333333333333 0.333333333333333 0.5 0.5
"4" 0.666666666666667 0.666666666666667 0.333333333333333 0.333333333333333 0.5 0.166666666666667
"5" 0.333333333333333 0.333333333333333 0.166666666666667 0.666666666666667 0.666666666666667 0.333333333333333
"6" 0.333333333333333 0.166666666666667 0.5 0.333333333333333 0 0.5
"7" 0.666666666666667 0.5 0.666666666666667 0.5 0.333333333333333 0.5
"8" 0.666666666666667 0.666666666666667 0.666666666666667 0 0.833333333333333 0.5
"9" 0.5 0.5 0.5 0.166666666666667 0.833333333333333 0.5
"10" 0.833333333333333 0.333333333333333 0.833333333333333 0.5 0.666666666666667 0.833333333333333
"11" 0.333333333333333 0.5 0.833333333333333 0.333333333333333 0.333333333333333 0.5
"12" 0.5 0.166666666666667 0.5 0 0.5 0.5
"13" 0.333333333333333 0.166666666666667 0.5 0 0.5 0.666666666666667
"14" 0.5 0.166666666666667 0.333333333333333 0.833333333333333 0.666666666666667 0.666666666666667
"15" 0.5 0.5 0.166666666666667 0.5 0.5 0.333333333333333
"16" 0.666666666666667 0.5 0.666666666666667 0.166666666666667 0.666666666666667 0.5
"17" 0.5 0.666666666666667 0.166666666666667 0 0.666666666666667 0.333333333333333
"18" 0.333333333333333 0.666666666666667 0.333333333333333 0.666666666666667 1 0.833333333333333
"19" 0.666666666666667 0.166666666666667 0.5 0 0.5 0.5
"20" 0.5 0.333333333333333 0 0.333333333333333 0.833333333333333 0.833333333333333
"21" 0.666666666666667 0.666666666666667 0.333333333333333 0.5 0.666666666666667 0.5
"22" 0.333333333333333 0.333333333333333 0.333333333333333 0.166666666666667 0.833333333333333 0.5
"23" 0.666666666666667 0 0.666666666666667 0.166666666666667 0.5 0.5
"24" 0.333333333333333 0.833333333333333 0.666666666666667 0.166666666666667 0.666666666666667 0.5
"25" 0.5 0.5 0.333333333333333 0 0.166666666666667 0.166666666666667
"26" 0.666666666666667 0.166666666666667 0.166666666666667 0.166666666666667 0.333333333333333 0.5
"27" 0.666666666666667 0.166666666666667 0.666666666666667 0.166666666666667 0.666666666666667 0.5
"28" 0 0.5 0.333333333333333 0.5 0.666666666666667 0.166666666666667
"29" 0.833333333333333 0.666666666666667 0.5 0 0.833333333333333 0.5
"30" 0.333333333333333 0.333333333333333 0.5 0 0.5 0.166666666666667
"31" 0 0.4 0.4 0.2 0.8 0.6
"32" 0.666666666666667 0.333333333333333 0.333333333333333 0.5 0.5 0.833333333333333
"33" 0.5 0.333333333333333 0.5 0.5 0.666666666666667 0.833333333333333
"34" 0.5 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.833333333333333
"35" 0.666666666666667 0.166666666666667 0.333333333333333 0.333333333333333 0.666666666666667 0.666666666666667
"36" 0.5 0.833333333333333 0.5 0.333333333333333 0.333333333333333 0.666666666666667
"37" 0.833333333333333 0.833333333333333 1 0.166666666666667 0.833333333333333 0.666666666666667
"38" 0.333333333333333 0.666666666666667 0.166666666666667 0.5 0.5 0.666666666666667
"39" 0.333333333333333 0.5 0.666666666666667 0 0.333333333333333 0.5
"40" 0.833333333333333 0.166666666666667 0.333333333333333 0.166666666666667 0 0.833333333333333
"41" 0 0.666666666666667 0.166666666666667 0.333333333333333 1 0.166666666666667
"42" 0.833333333333333 0.833333333333333 0.333333333333333 0.666666666666667 0.833333333333333 1
"43" 0.5 0.166666666666667 0.333333333333333 0.666666666666667 0.5 0.5
"44" 0.666666666666667 0.5 0.5 0.333333333333333 0.5 0.666666666666667
"45" 0.666666666666667 0.666666666666667 0.666666666666667 0.5 0.333333333333333 0.666666666666667
"46" 0.666666666666667 0.333333333333333 0.166666666666667 0.333333333333333 0.833333333333333 0.666666666666667
"47" 0.666666666666667 0.5 0.833333333333333 0.333333333333333 0.666666666666667 0.833333333333333
"48" 0.333333333333333 0.333333333333333 0.333333333333333 0.5 0.333333333333333 0
"49" 0.666666666666667 0.833333333333333 0.666666666666667 0.166666666666667 0.5 0.666666666666667
"50" 0.666666666666667 0.333333333333333 0.5 0.666666666666667 0.333333333333333 0.666666666666667
