"TopKGraphs" "Jaccard" "Dice" "Laplacian" "PageRank" "Node2Vec"
"1" 1 1 0.95 0.7 1 1
"2" 1 0.95 1 1 1 1
"3" 1 1 1 0.45 1 1
"4" 1 0.95 1 1 1 1
"5" 1 1 1 0.9 1 1
"6" 1 1 0.85 0.35 0.9 0.9
"7" 1 1 1 0.55 0.9 0.9
"8" 1 0.75 1 0.6 1 0.85
"9" 1 1 1 0.3 1 1
"10" 1 1 1 0.75 1 1
"11" 1 0.95 1 0.4 1 0.95
"12" 1 1 0.95 1 1 1
"13" 0.8 0.95 0.85 0.3 1 1
"14" 0.95 0.8 0.8 0.75 0.75 1
"15" 1 1 1 0.4 1 1
"16" 1 1 0.95 0.5 0.85 1
"17" 0.95 1 1 0.3 1 0.9
"18" 1 1 1 0.95 1 1
"19" 1 1 1 0.85 1 0.9
"20" 1 1 1 0.25 1 1
"21" 1 1 1 0.45 1 1
"22" 1 0.95 1 0.95 1 1
"23" 1 1 0.95 0.7 1 1
"24" 1 1 1 0.3 1 1
"25" 1 0.95 1 0.9 0.8 1
"26" 0.95 1 1 0.9 1 1
"27" 1 1 1 0.8 1 1
"28" 1 1 1 0.3 1 1
"29" 1 1 1 0.8 1 1
"30" 1 0.95 0.95 0.3 0.85 1
"31" 0.8 1 1 0.8 1 1
"32" 0.95 0.9 1 0.35 0.55 1
"33" 1 1 0.95 0.9 1 1
"34" 1 1 1 0.65 1 0.95
"35" 0.95 1 1 0.2 1 0.8
"36" 1 1 1 0.95 1 1
"37" 1 1 1 0.9 1 1
"38" 1 1 1 0.85 1 1
"39" 0.95 1 0.95 1 1 1
"40" 1 1 1 1 1 1
"41" 0.8 1 0.95 0.35 0.75 0.8
"42" 1 1 1 0.5 0.95 1
"43" 1 0.95 1 0.5 1 1
"44" 1 0.95 1 0.15 1 1
"45" 0.95 0.85 0.95 0.65 1 1
"46" 1 0.95 0.9 0.5 1 1
"47" 1 0.95 0.95 0.85 1 1
"48" 1 0.95 1 0.7 1 1
"49" 1 1 1 1 1 1
"50" 1 1 1 0.45 1 0.9
