"TopKGraphs" "Jaccard" "Dice" "Laplacian" "PageRank" "Node2Vec"
"1" 0.95 0.9 0.9 0.35 0.9 1
"2" 0.9 0.8 0.9 0.55 0.95 0.95
"3" 1 0.9 1 0.2 0.95 0.95
"4" 0.95 0.75 0.8 0.15 1 0.8
"5" 0.95 0.75 0.85 0.5 0.95 0.95
"6" 0.95 0.9 0.9 0.45 1 0.8
"7" 0.95 0.95 0.9 0.15 0.9 0.95
"8" 0.85 0.95 0.95 0.65 0.8 0.9
"9" 0.9 0.7 0.7 0.4 0.7 0.8
"10" 0.85 0.95 0.9 0.4 0.95 0.75
"11" 0.8 0.9 0.85 0.45 0.95 0.75
"12" 0.95 0.75 0.9 0.45 0.9 1
"13" 1 0.9 0.85 0.3 1 0.85
"14" 0.85 0.95 0.8 0.3 1 0.9
"15" 0.95 0.75 0.9 0.45 0.9 0.95
"16" 1 0.8 0.85 0.35 0.95 1
"17" 0.95 0.9 0.8 0.3 0.95 1
"18" 0.85 0.85 0.95 0.3 0.9 0.9
"19" 0.9 0.7 0.9 0.3 1 1
"20" 0.85 0.9 0.65 0.55 0.95 0.95
"21" 0.9 0.85 1 0.55 0.95 0.95
"22" 0.85 0.8 0.8 0.45 0.85 0.9
"23" 0.85 0.95 0.8 0.55 1 1
"24" 0.95 0.9 0.8 0.55 0.8 0.95
"25" 0.95 0.8 0.8 0.6 0.7 0.9
"26" 1 0.85 0.95 0.45 0.95 0.85
"27" 1 0.95 1 0.3 0.9 0.95
"28" 0.6 0.9 0.9 0.3 1 0.95
"29" 0.85 0.9 0.75 0.4 1 0.95
"30" 0.9 0.85 0.85 0.35 0.9 0.95
"31" 1 0.85 0.9 0.5 0.95 0.9
"32" 0.85 0.75 0.95 0.4 0.95 0.9
"33" 0.95 0.7 0.8 0.15 0.75 0.9
"34" 0.75 0.8 0.9 0.7 0.95 0.85
"35" 0.75 0.75 0.65 0.35 0.9 0.85
"36" 0.9 0.9 0.85 0.35 0.95 0.95
"37" 0.85 1 0.85 0.4 0.9 0.9
"38" 0.85 0.7 0.9 0.6 1 1
"39" 0.8 0.85 0.65 0.4 0.85 0.8
"40" 0.8 0.8 0.95 0.25 1 0.85
"41" 0.9 0.85 0.95 0.5 1 0.95
"42" 0.9 0.95 0.85 0.3 0.85 0.85
"43" 1 0.9 0.8 0.5 1 0.95
"44" 1 0.8 0.8 0.5 0.8 0.95
"45" 0.95 0.8 0.85 0.2 0.95 1
"46" 0.85 0.75 0.85 0.2 1 0.9
"47" 0.85 0.9 0.85 0.4 0.95 0.85
"48" 0.95 0.95 0.9 0.55 0.85 0.9
"49" 0.8 0.7 0.7 0.45 0.85 1
"50" 1 0.9 1 0.55 0.95 0.95
