"TopKGraphs" "Jaccard" "Dice" "Laplacian"
"1" 1 1 1 0.550426754920746
"2" 1 1 1 0.89817039364258
"3" 1 1 1 1
"4" 0.89817039364258 1 1 0.468058191018343
"5" 1 1 1 -0.0185416295239793
"6" 1 1 1 0.808229243203527
"7" 1 1 1 1
"8" 1 1 1 0.64091665126594
"9" 1 0.89817039364258 0.89817039364258 0.731042007637752
"10" 1 1 1 0.468058191018343
"11" 1 1 1 0.579710144927536
"12" 1 1 1 0.791827719491993
"13" 0.80170024025134 0.89817039364258 0.89817039364258 0.645243746576593
"14" 1 1 1 0.89817039364258
"15" 0.89817039364258 1 1 0.72666789872482
"16" 1 1 1 1
"17" 1 1 1 0.423348300192431
"18" 0.89817039364258 0.89817039364258 0.89817039364258 -0.00990820340958761
"19" 1 1 1 0.543633762517883
"20" 1 1 1 0.227750525578136
"21" 1 1 1 0.89817039364258
"22" 1 1 1 0.89817039364258
"23" 1 1 1 0.506170910795188
"24" 1 1 1 1
"25" 1 1 1 0.417670682730924
"26" 0.89817039364258 1 1 0.543633762517883
"27" 0.89817039364258 1 1 0.89817039364258
"28" 1 1 1 1
"29" 1 1 1 0.89817039364258
"30" 1 1 1 0.506170910795188
"31" 1 1 1 1
"32" 1 0.89817039364258 0.89817039364258 0.516585283717798
"33" 1 1 1 0.116343490304709
"34" 1 0.89817039364258 1 0.161849710982659
"35" 0.89817039364258 1 1 1
"36" 1 1 1 1
"37" 0.89817039364258 1 1 0.506170910795188
"38" 1 1 1 0.808229243203527
"39" 1 1 1 1
"40" 1 0.89817039364258 0.89817039364258 1
"41" 1 1 1 0.516585283717798
"42" 1 0.89817039364258 0.89817039364258 0.46941415634818
"43" 1 1 1 0.447124001955353
"44" 1 1 1 0.89817039364258
"45" 1 1 1 0.358744394618834
"46" 0.89817039364258 1 1 0.543633762517883
"47" 1 1 1 0.89817039364258
"48" 1 1 1 0.506170910795188
"49" 1 1 1 0.500717360114778
"50" 1 1 1 0.524901703800786
