"TopKGraphs" "Jaccard" "Dice" "Laplacian"
"1" 0.126255380200861 0.0756972111553785 0.0756972111553785 0.137031594415871
"2" 0.303762983143198 0.0122559498361123 0.0834501011988167 0.303762983143198
"3" 0.0741503604531411 0.0117145899893504 0.0117145899893504 0.00565044304610249
"4" 0.10200364298725 0.0117145899893504 0.0591918042117245 0.360330021889207
"5" 0.200128287363695 0.02920512467282 0.02920512467282 0.200128287363695
"6" 0.157557853274249 0.0591918042117245 0.0591918042117245 0.157557853274249
"7" 0.290079145959875 0.077145612343298 0.0685224839400428 0.0544925761518445
"8" 0.184738955823293 0.0609347583346627 0.0609347583346627 0.159203980099502
"9" 0.119709277469004 -0.010745281719245 -0.010745281719245 0.0263453815261044
"10" 0.154826958105647 0.0618497933589853 0.0618497933589853 0.107119948685055
"11" 0.10200364298725 -0.003727369542066 0.0997498896572017 0.100443131462334
"12" 0.0741503604531411 0.02920512467282 0.02920512467282 0.143727542571473
"13" 0.18525455474204 0.170403587443946 0.13466645836588 0.266000322424633
"14" 0.349963846710051 0.0843958712811172 0.154826958105647 0.125516607990204
"15" 0.0997498896572017 0.0591918042117245 0.0591918042117245 0.214672575086164
"16" 0.0741503604531411 0.02920512467282 0.00217966682235714 0.233183856502242
"17" 0.186115214180207 -0.010745281719245 0.171957249960121 0.107044978236337
"18" 0.00242460978936208 0.00523488083758099 0.00523488083758099 0.00242460978936208
"19" 0.0112138202757994 -0.00275520044083202 -0.00275520044083202 0.0112138202757994
"20" 0.106248935807935 0.037195205951233 0.0382998598785614 0.00213941879122836
"21" 0.181140117208311 0.0229513020450199 0.0259334478987658 0.00824062628759781
"22" 0.0568704239741189 0.0250827381989201 0.0250827381989201 0.0200030307622368
"23" 0.107119948685055 0.0834501011988167 0.0834501011988167 0.115821757171207
"24" 0.0809689729550357 0.0117145899893504 0.0976946638723199 0.0690891314974743
"25" 0.0843958712811172 0.0741503604531411 0.0741503604531411 0.164058639433372
"26" 0.0453185121846943 0.0117145899893504 0.0117145899893504 0.0463706622215488
"27" 0.63019774533358 0.0904704463208685 0.0261809903244166 0.33117637298822
"28" 0.119709277469004 0.0425985090521832 0.0425985090521832 0.119709277469004
"29" 0.198609377785702 -0.0164246957031823 0.0349945321043587 0.0591918042117245
"30" -0.00124980471801284 -0.0125409719253242 -0.0125409719253242 -0.00124980471801284
"31" 0.0676490288010717 0.0834501011988167 0.0834501011988167 0.267549207455147
"32" 0.388782442083261 0.0485508312490805 0.0485508312490805 0.233372621653477
"33" 0.174776898467755 -0.00275520044083202 0.0122559498361123 0.0321384425216316
"34" 0.143727542571473 0.02920512467282 0.116684346113047 0.212690763052209
"35" 0.0609347583346627 0.0346091802317055 0.0346091802317055 0.0609347583346627
"36" 0.0229513020450199 -0.010745281719245 -0.010745281719245 0.0685224839400428
"37" 0.00781127948758004 0.0261809903244166 0.0261809903244166 0.00781127948758004
"38" 0.110200803212851 0.116684346113047 0.116684346113047 0.110200803212851
"39" 0.19181068036743 0.037195205951233 0.037195205951233 0.19181068036743
"40" 0.143727542571473 0.0117145899893504 0.0117145899893504 0.143727542571473
"41" 0.183165870532038 0.02920512467282 0.0370528715975488 0.185982434992251
"42" 0.0984221215435088 0.0741503604531411 0.0741503604531411 0.184738955823293
"43" 0.0843958712811172 0.0370528715975488 0.0370528715975488 0.0491803278688525
"44" 0.0712388689267302 0.0122559498361123 0.0370528715975488 0.0516204722100015
"45" 0.026175305665576 0.0690891314974743 0.0287922412486741 0.139939619960931
"46" 0.13466645836588 0.0292698116145103 0.0292698116145103 0.116007664170005
"47" 0.434965771458662 0.143727542571473 0.311500252567772 0.434965771458662
"48" 0.0491803278688525 0.037195205951233 0.037195205951233 0.166104417670683
"49" 0.0242901690464467 0.000586596275113666 0.000586596275113666 0.126000340541461
"50" 0.0609347583346627 -0.00682982356289132 -0.00682982356289132 0.0718857705563761
