"TopKGraphs" "Jaccard" "Dice" "Laplacian"
"1" 0.637766348273328 0.701689933872153 0.701689933872153 0.19644931143189
"2" 0.229630950258513 0.399585921325052 0.34078728515986 0.0501873879745804
"3" 0.208949901943305 0.208949901943305 0.208949901943305 0.180349932705249
"4" 0.48013306228054 0.224768139661757 0.224768139661757 0.139722661049675
"5" 0.808229243203527 0.89817039364258 0.791827719491993 0.251076040172166
"6" 0.667144906743185 0.808229243203527 0.808229243203527 0.00937709310113864
"7" 0.791827719491993 0.89817039364258 0.80170024025134 0.340802837336773
"8" 0.541880969875092 0.717099208540401 0.717099208540401 0.143497757847534
"9" 0.80170024025134 1 1 0.0905923344947735
"10" 0.312796208530806 0.370007007708479 0.370007007708479 0.14721270070359
"11" 0.717099208540401 0.89817039364258 0.89817039364258 0.126255380200861
"12" 0.488144054198609 0.348258706467662 0.348258706467662 -0.0364400840925017
"13" 0.164768921634293 0.621019694459783 0.61947883940122 0.0945773233522001
"14" 0.719371918933723 0.551944592434736 0.454808387563268 0.239842726081258
"15" 0.731042007637752 0.80170024025134 0.80170024025134 0.232916972814107
"16" 0.89817039364258 0.55516540380706 0.55516540380706 0.175994489409334
"17" 0.645243746576593 0.251076040172166 0.207428170988087 0.19644931143189
"18" 0.6981924411174 0.451296426068676 0.451296426068676 0.35056406802492
"19" 0.17264862875023 0.0354302241503977 0.295782362607267 0.0538116591928251
"20" 0.460887170992085 0.519165626671421 0.519165626671421 0.203673395162757
"21" 0.430974071478626 0.17264862875023 0.179295234617491 0.262670483246338
"22" 0.61947883940122 0.791827719491993 0.618076853689338 0.00487719909423449
"23" 0.808229243203527 0.89817039364258 1 0.0538420395792476
"24" 0.89817039364258 0.791827719491993 0.7052300868601 0.134949752751635
"25" 0.248072880168185 0.534977973568282 0.72666789872482 0.288255641574699
"26" 0.329362298528381 0.454628446229688 0.717099208540401 0.00565044304610249
"27" 0.601590744757773 0.80170024025134 0.80170024025134 0.225277300421809
"28" 0.245972244377094 0.45924347362813 0.380500273872558 0.00143472022955527
"29" 0.450658488183294 0.359008707300737 0.188268853628098 -0.0328245527654686
"30" 0.89817039364258 0.72666789872482 0.72666789872482 0.399393837346355
"31" 0.72666789872482 0.437033349925336 0.510015676711374 0.0454628114202582
"32" 0.398340248962656 0.571115574219463 0.374398288464967 -0.0175438596491228
"33" 0.532585844428872 0.248072880168185 0.248072880168185 -0.0159687143555483
"34" 0.236701638137309 0.138709142193463 0.266088214027477 0.0222381635581062
"35" 0.34968465311843 0.429193520292632 0.429193520292632 -0.0125409719253242
"36" 0.64091665126594 0.6981924411174 0.791827719491993 0.266088214027477
"37" 0.701689933872153 0.55516540380706 0.55516540380706 -0.0174600560039533
"38" 0.618076853689338 0.48013306228054 0.40510072075402 0.202273101630703
"39" 0.327551579331751 0.349963846710051 0.349963846710051 -0.0660628662759723
"40" 0.393526095653755 0.256410256410256 0.256410256410256 0.0673514059605994
"41" 0.637766348273328 0.80170024025134 0.80170024025134 -0.0348704578784422
"42" 0.701689933872153 0.731042007637752 0.731042007637752 -0.0097420169583258
"43" 0.719371918933723 0.604473540643753 0.604473540643753 -0.02947086403215
"44" 0.56312769010043 0.432775330396476 0.432775330396476 0.125605374160287
"45" 0.89817039364258 0.6981924411174 0.6981924411174 0
"46" 0.253423406974621 0.445146568369317 0.407742852068904 0.0199004975124378
"47" 0.451296426068676 0.89817039364258 0.89817039364258 -0.0443213296398892
"48" 0.359008707300737 0.408803896806783 0.408803896806783 -0.000317914481004551
"49" 0.235315511911257 0.55516540380706 0.55516540380706 -0.00145708873670404
"50" 0.531227038941954 0.618076853689338 0.80170024025134 0.101096804959466
