"TopKGraphs" "Jaccard" "Dice" "Laplacian"
"1" 0.89817039364258 0.806666666666667 0.731042007637752 0.399393837346355
"2" 0.350423096067695 0.808229243203527 0.80170024025134 0.245990969951736
"3" 0.89817039364258 1 1 0.399393837346355
"4" 1 1 1 0.34079295154185
"5" 0.791827719491993 1 1 0.376344086021505
"6" 0.89817039364258 1 1 -0.0515966083348367
"7" 1 0.808229243203527 0.808229243203527 0.0232288037166086
"8" 0.802503221056507 1 1 0.166783461807989
"9" 0.89817039364258 0.808229243203527 1 0.318407960199005
"10" 0.89817039364258 1 1 0.0974417467818152
"11" 0.89817039364258 0.89817039364258 0.89817039364258 0.72666789872482
"12" 0.89817039364258 0.618076853689338 0.89817039364258 0.0272433168738294
"13" 0.89817039364258 0.808229243203527 0.808229243203527 0.251849179144867
"14" 0.37548315847598 0.89817039364258 1 0.339544513457557
"15" 0.806666666666667 0.89817039364258 0.89817039364258 0.34837136387389
"16" 0.802503221056507 0.7052300868601 0.7052300868601 0.141622999575131
"17" 1 0.89817039364258 0.89817039364258 0.0520988883358221
"18" 0.719371918933723 0.806666666666667 0.806666666666667 0.263541111703072
"19" 1 1 1 0.239842726081258
"20" 0.808229243203527 1 1 0.667144906743185
"21" 0.89817039364258 1 1 0.0879000137343771
"22" 1 1 1 0.00122455227307518
"23" 0.80170024025134 1 1 0.415760385095382
"24" 0.89817039364258 1 1 0.116290561686707
"25" 0.642370697588809 0.64352856109906 0.719371918933723 0.0424755267960843
"26" 0.89817039364258 0.89817039364258 0.89817039364258 0.14646110721794
"27" 0.89817039364258 0.89817039364258 0.89817039364258 0.0843958712811172
"28" 0.586685910156955 0.517715112075199 0.586685910156955 0.0948944614829515
"29" 0.7052300868601 1 1 0.399393837346355
"30" 1 0.613474529852109 0.61034419289527 -0.0185416295239793
"31" 0.802503221056507 0.89817039364258 0.89817039364258 0.230272596843616
"32" 0.808229243203527 0.89817039364258 0.89817039364258 -0.00564128090260493
"33" 0.89817039364258 0.791827719491993 0.89817039364258 0.454808387563268
"34" 1 0.89817039364258 1 0.209469153515065
"35" 0.89817039364258 0.808229243203527 1 0.282202390974912
"36" 0.531227038941954 0.7052300868601 0.80170024025134 0.0575386254661694
"37" 0.808229243203527 0.802503221056507 0.802503221056507 -0.0248880039820806
"38" 0.717099208540401 0.791827719491993 0.791827719491993 0.157557853274249
"39" 0.806666666666667 0.89817039364258 0.89817039364258 0.383791797068028
"40" 0.89817039364258 0.808229243203527 0.89817039364258 -0.0371959942775393
"41" 1 0.791827719491993 0.791827719491993 0.217035359693433
"42" 0.7052300868601 0.89817039364258 0.89817039364258 0.00242460978936208
"43" 0.64352856109906 0.89817039364258 0.89817039364258 0.349963846710051
"44" 0.71594899279246 0.717099208540401 0.717099208540401 0.196829820588748
"45" 0.89817039364258 1 1 -0.00790644045462036
"46" 0.7052300868601 0.488144054198609 0.618076853689338 0.066746126340882
"47" 0.808229243203527 1 1 0.0491803278688525
"48" 0.717099208540401 0.808229243203527 0.6981924411174 0.251076040172166
"49" 0.72666789872482 0.89817039364258 0.89817039364258 -0.0238594228599065
"50" 0.791827719491993 0.616740088105727 0.806666666666667 0.6981924411174
