"Run" "Method" "Metric" "Score"
"509" 9 "TopKGraphs" "AMI" 0.533920008532485
"510" 10 "TopKGraphs" "AMI" 0.56011107190522
"511" 11 "TopKGraphs" "AMI" 0.326617203574737
"512" 12 "TopKGraphs" "AMI" 0.243804042552785
"513" 13 "TopKGraphs" "AMI" 0.62320813048725
"514" 14 "TopKGraphs" "AMI" 0.186215158874291
"515" 15 "TopKGraphs" "AMI" 0.418224798206134
"516" 16 "TopKGraphs" "AMI" 0.513723123793215
"517" 17 "TopKGraphs" "AMI" 0.437060530820291
"518" 18 "TopKGraphs" "AMI" 0.311317440416321
"519" 19 "TopKGraphs" "AMI" 0.551194039161424
"520" 20 "TopKGraphs" "AMI" 0.301236976994566
"521" 21 "TopKGraphs" "AMI" 0.351384491805546
"522" 22 "TopKGraphs" "AMI" 0.356760575379678
"523" 23 "TopKGraphs" "AMI" 0.458457170036325
"524" 24 "TopKGraphs" "AMI" 0.488516859046796
"525" 25 "TopKGraphs" "AMI" 0.39354992531634
"526" 26 "TopKGraphs" "AMI" 0.365943130517815
"527" 27 "TopKGraphs" "AMI" 0.245536142670054
"528" 28 "TopKGraphs" "AMI" 0.497129745646621
"529" 29 "TopKGraphs" "AMI" 0.404715454747525
"530" 30 "TopKGraphs" "AMI" 0.503554720227306
"531" 31 "TopKGraphs" "AMI" 0.378591458800128
"532" 32 "TopKGraphs" "AMI" 0.453423683335545
"533" 33 "TopKGraphs" "AMI" 0.44220896366367
"534" 34 "TopKGraphs" "AMI" 0.430288838144501
"535" 35 "TopKGraphs" "AMI" 0.432811409334025
"536" 36 "TopKGraphs" "AMI" 0.414010938079567
"537" 37 "TopKGraphs" "AMI" 0.534600402649488
"538" 38 "TopKGraphs" "AMI" 0.449555807533198
"539" 39 "TopKGraphs" "AMI" 0.529238241499323
"540" 40 "TopKGraphs" "AMI" 0.279427067055913
"541" 41 "TopKGraphs" "AMI" 0.308938066670331
"542" 42 "TopKGraphs" "AMI" 0.367909863110418
"543" 43 "TopKGraphs" "AMI" 0.555842111131994
"544" 44 "TopKGraphs" "AMI" 0.287142146567906
"545" 45 "TopKGraphs" "AMI" 0.50023364766634
"546" 46 "TopKGraphs" "AMI" 0.500249205952569
"547" 47 "TopKGraphs" "AMI" 0.409439420439911
"548" 48 "TopKGraphs" "AMI" 0.607432194484627
"549" 49 "TopKGraphs" "AMI" 0.212272246128903
"550" 50 "TopKGraphs" "AMI" 0.437254151367747
"551" 1 "Node2Vec" "AMI" 0.425666982527564
"552" 2 "Node2Vec" "AMI" 0.459945918906465
"553" 3 "Node2Vec" "AMI" 0.466228838824313
"554" 4 "Node2Vec" "AMI" 0.310475886998134
"555" 5 "Node2Vec" "AMI" 0.561795659496385
"556" 6 "Node2Vec" "AMI" 0.482552249582117
"557" 7 "Node2Vec" "AMI" 0.498145791170171
"558" 8 "Node2Vec" "AMI" 0.404080238589669
"559" 9 "Node2Vec" "AMI" 0.611899103984212
"560" 10 "Node2Vec" "AMI" 0.545704774183533
"561" 11 "Node2Vec" "AMI" 0.376924104291477
"562" 12 "Node2Vec" "AMI" 0.307416752326776
"563" 13 "Node2Vec" "AMI" 0.527460047476906
"564" 14 "Node2Vec" "AMI" 0.238087485066225
"565" 15 "Node2Vec" "AMI" 0.54131170767637
"566" 16 "Node2Vec" "AMI" 0.483490414989756
"567" 17 "Node2Vec" "AMI" 0.466839407702353
"568" 18 "Node2Vec" "AMI" 0.388418361498129
"569" 19 "Node2Vec" "AMI" 0.558720537936682
"570" 20 "Node2Vec" "AMI" 0.421002351812681
"571" 21 "Node2Vec" "AMI" 0.390642084112266
"572" 22 "Node2Vec" "AMI" 0.328553913779048
"573" 23 "Node2Vec" "AMI" 0.616899169369418
"574" 24 "Node2Vec" "AMI" 0.556954192265134
"575" 25 "Node2Vec" "AMI" 0.404284326739751
"576" 26 "Node2Vec" "AMI" 0.455890060641549
"577" 27 "Node2Vec" "AMI" 0.262799463167882
"578" 28 "Node2Vec" "AMI" 0.460134690311035
"579" 29 "Node2Vec" "AMI" 0.403072265387733
"580" 30 "Node2Vec" "AMI" 0.489726288945726
"581" 31 "Node2Vec" "AMI" 0.480212906881301
"582" 32 "Node2Vec" "AMI" 0.388461414904379
"583" 33 "Node2Vec" "AMI" 0.499004790648773
"584" 34 "Node2Vec" "AMI" 0.547289436134874
"585" 35 "Node2Vec" "AMI" 0.32151821827917
"586" 36 "Node2Vec" "AMI" 0.428001426704804
"587" 37 "Node2Vec" "AMI" 0.482552751851302
"588" 38 "Node2Vec" "AMI" 0.480967521412236
"589" 39 "Node2Vec" "AMI" 0.580122841699255
"590" 40 "Node2Vec" "AMI" 0.340079737557213
"591" 41 "Node2Vec" "AMI" 0.318792289407636
"592" 42 "Node2Vec" "AMI" 0.414479508401005
"593" 43 "Node2Vec" "AMI" 0.58557619641469
"594" 44 "Node2Vec" "AMI" 0.297842514679992
"595" 45 "Node2Vec" "AMI" 0.554083241680532
"596" 46 "Node2Vec" "AMI" 0.491157495384657
"597" 47 "Node2Vec" "AMI" 0.452018921481907
"598" 48 "Node2Vec" "AMI" 0.548495699697294
"599" 49 "Node2Vec" "AMI" 0.308080990454246
"600" 50 "Node2Vec" "AMI" 0.404738282364844
"601" 1 "Jaccard" "AMI" 0.316842393533056
"602" 2 "Jaccard" "AMI" 0.176482226558974
"603" 3 "Jaccard" "AMI" 0.301234535762179
"604" 4 "Jaccard" "AMI" 0.276628960883791
"605" 5 "Jaccard" "AMI" 0.267819163016474
"606" 6 "Jaccard" "AMI" 0.357968941821122
"607" 7 "Jaccard" "AMI" 0.264439257455882
"608" 8 "Jaccard" "AMI" 0.286328796902783
"609" 9 "Jaccard" "AMI" 0.330105078921957
"610" 10 "Jaccard" "AMI" 0.354254516702109
"611" 11 "Jaccard" "AMI" 0.235833760611933
"612" 12 "Jaccard" "AMI" 0.193104164586254
"613" 13 "Jaccard" "AMI" 0.27299566492833
"614" 14 "Jaccard" "AMI" 0.151175932490633
"615" 15 "Jaccard" "AMI" 0.322477280051067
"616" 16 "Jaccard" "AMI" 0.210727984620701
"617" 17 "Jaccard" "AMI" 0.279239039341273
"618" 18 "Jaccard" "AMI" 0.220130382048096
"619" 19 "Jaccard" "AMI" 0.355492166198789
"620" 20 "Jaccard" "AMI" 0.317942798566522
"621" 21 "Jaccard" "AMI" 0.18930572406189
"622" 22 "Jaccard" "AMI" 0.244614929804227
"623" 23 "Jaccard" "AMI" 0.313981601898971
"624" 24 "Jaccard" "AMI" 0.278432280173207
"625" 25 "Jaccard" "AMI" 0.208724698475752
"626" 26 "Jaccard" "AMI" 0.23097315851174
"627" 27 "Jaccard" "AMI" 0.19398555274457
"628" 28 "Jaccard" "AMI" 0.314354940348397
"629" 29 "Jaccard" "AMI" 0.384814669264022
"630" 30 "Jaccard" "AMI" 0.317114516778629
"631" 31 "Jaccard" "AMI" 0.333645285299932
"632" 32 "Jaccard" "AMI" 0.322943893009599
"633" 33 "Jaccard" "AMI" 0.376462324385194
"634" 34 "Jaccard" "AMI" 0.38487492200639
"635" 35 "Jaccard" "AMI" 0.170644548399298
"636" 36 "Jaccard" "AMI" 0.247529511500766
"637" 37 "Jaccard" "AMI" 0.302120313068563
"638" 38 "Jaccard" "AMI" 0.220811988235655
"639" 39 "Jaccard" "AMI" 0.35712410487382
"640" 40 "Jaccard" "AMI" 0.246313513775581
"641" 41 "Jaccard" "AMI" 0.240362170896097
"642" 42 "Jaccard" "AMI" 0.32747253148916
"643" 43 "Jaccard" "AMI" 0.28846192183237
"644" 44 "Jaccard" "AMI" 0.286990674382114
"645" 45 "Jaccard" "AMI" 0.309019232644111
"646" 46 "Jaccard" "AMI" 0.237638331130725
"647" 47 "Jaccard" "AMI" 0.221991830629389
"648" 48 "Jaccard" "AMI" 0.311189085778819
"649" 49 "Jaccard" "AMI" 0.125369787149698
"650" 50 "Jaccard" "AMI" 0.365538350067904
"651" 1 "Dice" "AMI" 0.274604328442957
"652" 2 "Dice" "AMI" 0.244979321185246
"653" 3 "Dice" "AMI" 0.320267438723631
"654" 4 "Dice" "AMI" 0.285222062921241
"655" 5 "Dice" "AMI" 0.360518058751084
"656" 6 "Dice" "AMI" 0.343888350978372
"657" 7 "Dice" "AMI" 0.318899424499668
"658" 8 "Dice" "AMI" 0.328423471747332
"659" 9 "Dice" "AMI" 0.332477866565839
"660" 10 "Dice" "AMI" 0.364713764486784
"661" 11 "Dice" "AMI" 0.228994393939009
"662" 12 "Dice" "AMI" 0.171544330190378
"663" 13 "Dice" "AMI" 0.331491091787602
"664" 14 "Dice" "AMI" 0.166430111050693
"665" 15 "Dice" "AMI" 0.402849445042218
"666" 16 "Dice" "AMI" 0.391901486412162
"667" 17 "Dice" "AMI" 0.328609208976094
"668" 18 "Dice" "AMI" 0.273764247532359
"669" 19 "Dice" "AMI" 0.342229828902444
"670" 20 "Dice" "AMI" 0.31693331441566
"671" 21 "Dice" "AMI" 0.228336217835699
"672" 22 "Dice" "AMI" 0.240217005737724
"673" 23 "Dice" "AMI" 0.317640626614272
"674" 24 "Dice" "AMI" 0.342782873103048
"675" 25 "Dice" "AMI" 0.223513379104973
"676" 26 "Dice" "AMI" 0.231310675019962
"677" 27 "Dice" "AMI" 0.138760291025747
"678" 28 "Dice" "AMI" 0.274474613965915
"679" 29 "Dice" "AMI" 0.250652273118671
"680" 30 "Dice" "AMI" 0.291023919838841
"681" 31 "Dice" "AMI" 0.347625014564577
"682" 32 "Dice" "AMI" 0.338617869691917
"683" 33 "Dice" "AMI" 0.382742216655283
"684" 34 "Dice" "AMI" 0.323220125200105
"685" 35 "Dice" "AMI" 0.182372665960587
"686" 36 "Dice" "AMI" 0.320925869749787
"687" 37 "Dice" "AMI" 0.31825337543152
"688" 38 "Dice" "AMI" 0.207823164605271
"689" 39 "Dice" "AMI" 0.36682517886501
"690" 40 "Dice" "AMI" 0.305546914417627
"691" 41 "Dice" "AMI" 0.207958252505377
"692" 42 "Dice" "AMI" 0.287089107654126
"693" 43 "Dice" "AMI" 0.353202744861438
"694" 44 "Dice" "AMI" 0.326951712239587
"695" 45 "Dice" "AMI" 0.311446743301859
"696" 46 "Dice" "AMI" 0.255278848114459
"697" 47 "Dice" "AMI" 0.271414741543113
"698" 48 "Dice" "AMI" 0.399268468877167
"699" 49 "Dice" "AMI" 0.203190995196316
"700" 50 "Dice" "AMI" 0.340181712253163
"701" 1 "PageRank" "AMI" 0.228135049787006
"702" 2 "PageRank" "AMI" 0.388203390728161
"703" 3 "PageRank" "AMI" 0.466777492401205
"704" 4 "PageRank" "AMI" 0.246034280885489
"705" 5 "PageRank" "AMI" 0.455363461315897
"706" 6 "PageRank" "AMI" 0.405392007373562
"707" 7 "PageRank" "AMI" 0.395073837284216
"708" 8 "PageRank" "AMI" 0.331027027049706
"709" 9 "PageRank" "AMI" 0.58673901266415
"710" 10 "PageRank" "AMI" 0.346658137611089
"711" 11 "PageRank" "AMI" 0.480268251218308
"712" 12 "PageRank" "AMI" 0.260902228886022
"713" 13 "PageRank" "AMI" 0.395146234752048
"714" 14 "PageRank" "AMI" 0.285415874991799
"715" 15 "PageRank" "AMI" 0.417428061794763
"716" 16 "PageRank" "AMI" 0.323390182890716
"717" 17 "PageRank" "AMI" 0.395061692029256
"718" 18 "PageRank" "AMI" 0.355304198770657
"719" 19 "PageRank" "AMI" 0.530534069999454
"720" 20 "PageRank" "AMI" 0.381368453024588
"721" 21 "PageRank" "AMI" 0.3392154566718
"722" 22 "PageRank" "AMI" 0.352419542462178
"723" 23 "PageRank" "AMI" 0.580867876405832
"724" 24 "PageRank" "AMI" 0.226445770247342
"725" 25 "PageRank" "AMI" 0.258780677123123
"726" 26 "PageRank" "AMI" 0.37048985330826
"727" 27 "PageRank" "AMI" 0.251982217837903
"728" 28 "PageRank" "AMI" 0.272487080362068
"729" 29 "PageRank" "AMI" 0.213657309768789
"730" 30 "PageRank" "AMI" 0.320946407663862
"731" 31 "PageRank" "AMI" 0.264718650766616
"732" 32 "PageRank" "AMI" 0.284904932491386
"733" 33 "PageRank" "AMI" 0.472166674054189
"734" 34 "PageRank" "AMI" 0.382372376724892
"735" 35 "PageRank" "AMI" 0.194387653248172
"736" 36 "PageRank" "AMI" 0.422373364292997
"737" 37 "PageRank" "AMI" 0.323902289155945
"738" 38 "PageRank" "AMI" 0.274119094285527
"739" 39 "PageRank" "AMI" 0.362176515055553
"740" 40 "PageRank" "AMI" 0.39365126719192
"741" 41 "PageRank" "AMI" 0.273018923502178
"742" 42 "PageRank" "AMI" 0.436380178052576
"743" 43 "PageRank" "AMI" 0.310566759405388
"744" 44 "PageRank" "AMI" 0.20037180919097
"745" 45 "PageRank" "AMI" 0.511996979727717
"746" 46 "PageRank" "AMI" 0.292087866592412
"747" 47 "PageRank" "AMI" 0.304692999605295
"748" 48 "PageRank" "AMI" 0.496611717129922
"749" 49 "PageRank" "AMI" 0.261284776899733
"750" 50 "PageRank" "AMI" 0.423341186320667
