"TopKGraphs" "Jaccard" "Dice" "Laplacian" "Node2Vec"
"1" 0.5 0.5 0.166666666666667 0.333333333333333 0.5
"2" 0.6 0 0.4 0.2 0.6
"3" 0.166666666666667 0.333333333333333 0 0.333333333333333 0
"4" 0.333333333333333 0.166666666666667 0.333333333333333 0.5 0
"5" 0 0.333333333333333 0.333333333333333 0.333333333333333 0.666666666666667
"6" 0.2 0.2 0.2 0.6 0.2
"7" 0.666666666666667 0.166666666666667 0 0.333333333333333 0.333333333333333
"8" 0.333333333333333 0.333333333333333 0.5 0.5 0.666666666666667
"9" 0.166666666666667 0.5 0.333333333333333 0.166666666666667 0.333333333333333
"10" 0.4 0.6 0.4 0.4 0.6
"11" 0.4 0.2 0.4 0.2 0.6
"12" 0.5 0.666666666666667 0.166666666666667 0.666666666666667 0.166666666666667
"13" 0.4 0.4 0.2 0.2 0.6
"14" 0.4 0.4 0.4 0.2 0.4
"15" 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333 0.5
"16" 0.5 0.333333333333333 0.5 0.5 0.333333333333333
"17" 0.5 0.166666666666667 0.666666666666667 0.333333333333333 0.166666666666667
"18" 0.6 0.4 0.2 0.4 0.4
"19" 0.166666666666667 0.333333333333333 0.166666666666667 0 0.166666666666667
"20" 0.5 0.333333333333333 0.5 0.333333333333333 0.666666666666667
"21" 0.333333333333333 0.5 0.333333333333333 0 0.166666666666667
"22" 0.6 0.2 0.4 0.4 0.4
"23" 0.166666666666667 0.166666666666667 0.333333333333333 0.166666666666667 0.666666666666667
"24" 0.833333333333333 0 0.5 0.166666666666667 0.666666666666667
"25" 0.5 0.166666666666667 0.333333333333333 0 0.333333333333333
"26" 0.166666666666667 0.5 0.333333333333333 0.166666666666667 0.666666666666667
"27" 0.333333333333333 0.5 0.333333333333333 0.166666666666667 0.666666666666667
"28" 0.166666666666667 0.333333333333333 0.333333333333333 0.333333333333333 0.5
"29" 0.333333333333333 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"30" 0.5 0.833333333333333 0.166666666666667 0.5 0.666666666666667
"31" 0.5 0.333333333333333 0.166666666666667 0.333333333333333 0.333333333333333
"32" 0.4 0.8 0 0.4 0.6
"33" 0.5 0.333333333333333 0.166666666666667 0 0.333333333333333
"34" 0.5 0.666666666666667 0.333333333333333 0.166666666666667 0.5
"35" 0.5 0.333333333333333 0.333333333333333 0.333333333333333 0.166666666666667
"36" 0.4 0.4 0.8 0.2 0.6
"37" 0.2 0.4 0.6 0.4 0.2
"38" 0.333333333333333 0.666666666666667 0.166666666666667 0.333333333333333 0.5
"39" 0.5 0.5 0.333333333333333 0.166666666666667 0.333333333333333
"40" 0.4 0 0.2 0.2 0.2
"41" 0.4 0.2 0.2 0.2 0.6
"42" 0.4 0.2 0.2 0 0.4
"43" 0.5 0.666666666666667 0.333333333333333 0.666666666666667 0.5
"44" 0.4 0.6 0.4 0 0.2
"45" 0.333333333333333 0.166666666666667 0 0.166666666666667 0.333333333333333
"46" 0.166666666666667 0.666666666666667 0.666666666666667 0.333333333333333 0
"47" 0 0.6 0.2 0.6 0.4
"48" 0.333333333333333 0.166666666666667 0.666666666666667 0.5 0.333333333333333
"49" 0.6 0.2 0.4 0.2 0.2
"50" 0.5 0.333333333333333 0.166666666666667 0.166666666666667 0.666666666666667
